id,sig_id,design_group_id,tags,,,
887,13,,"{children,literacy,""collaborative learning"",interactive}",,,
731,18,,,,,
772,18,,"{math,""computer science"",programming,physics,philosophy}",,,
382,13,,"{""special needs"",""special education"",math,""life skills"",""job development"",""work force"",""computer assisted language learning"",""augmentative technology"",smartboard,""information  communications technology"",accessability}",,,
759,2,,"{""human organ systems"",physiology,math,mathematics,evolution,taxonomy,""animals structure  function"",microbiology,biochemistry,ecology,""medical technologies"",""information technology"",""educational technology"",technology,""project based learning"",""inquiry based instruction"",labs}",,,
742,6,,"{english as second language,e learning,""teaching teachers"",""multimedia assisted language learning"",Moodle,""online teaching"",""classroom management"",grammar,""Raspberry pi platform""}",,,
597,6,,"{""english  language"",teenagers,spanish,speaking,grammar,""listening skills""}",,,
695,18,,"{adult learning,online learning,""flipping the classroom"",""information technology"",""class interaction"",""virtual classroom""}",,,
792,18,,"{Leadership,management,change}",,,
744,18,,"{physics,maths}",,,
1370,2,,,,,
743,18,,"{""drug safety"",safety,pharmacovigilance,medicine}",,,
1375,2,,{dentistry},,,
745,4,,"{writing,english,""english as second language"",""technology integration"",reading,""teaching teachers"",""teacher prep"",curriculum}",,,
1463,13,,"{inquiry,instructional coach,Primary Year Program}",,,
855,13,,"{""technology integration"",""accountable talk"",""critical creative thinking"",drama,""design thinking"",engineering,electronics,experiential,""assessment for learning"",""grade 3"",""google apps"",""integrated arts"",ipad,""media literacy"",mindfulness,plants,""pulleys  gears"",""project based learning"",robotics,""reading writing"",science,""special education"",""social  emotional"",""structures mechanisms"",""science kit design"",""task based language learning"",""executive functioning"",tinkering,""understanding by design"",vocabulary,""visual thinking"",""inventions inventors""}",,,
482,17,,"{history,""high school"",biology,""middle school""}",,,
761,2,,{"Make easy Science Education"},,,
830,13,,"{Math,Science,""french immersion"",french,art,drama,""social studies"",""language arts""}",,,
1136,3,,"{""Visual Arts"",""educational technology"",""mobile technology"",""art history"",""art design""}",,,
832,1,,,,,
892,18,,"{""roid programming"",""electronics engineering"",Java}",,,
437,1,,"{""high school"",integration,mathematics}",,,
803,1,,"{""Application Properties triangles"",""The graphics function distinct ""}",,,
701,6,,,,,
774,6,,{language},,,
251,6,,"{EFI,French,""Social studies"",Science,Drama,""Visual arts"",Health,""Physical education""}",,,
298,18,,"{Chemistry,""Physical Science"",""Instructional Design   Technology"",Physics,E Learning,""Blended Learning"",""Distance Education""}",,,
252,6,,"{""english  language"",elementary,english as second language,""Grade 5"",""private school"",project,""listening skills"",literacy,speaking,""language arts"",Literature,""multiple intelligent""}",,,
816,6,,"{""marin chinese"",inquiry,integration,ib}",,,
750,2,,"{""chemical reactions  their applications"",chemistry,engineering,""technical education"",technology}",,,
815,2,,"{physics,mathematics,astronomy}",,,
1028,6,,{"language arts"},,,
321,1,,"{""elementary science"",""informal education"",mathematics,""blended learning"",e learning,ICT,""Web"",Gmail,""Interactive Whiteboard"",""Microsoft Office"",Moodle,applets,""Middle School"",""High School""}",,,
1332,13,,"{""teacher training"",""technology professional development"",stem,robotics,""online learning"",""global perspective""}",,,
1486,15,,"{Facebook,""teaching teachers"",""elementary reading"",kindergarten,k 4,kids}",,,
765,15,,"{english,""english language"",""english as foreign language"",""communicative methods"",""fun classroom"",preschool,""english as second language"",""english second language"",""english foreign language"",""english camp"",""outdoor activities"",activities,art,music}",,,
927,18,,"{business,psychology}",,,
1202,18,,"{chemistry,biology,physics,""basics science""}",,,
1392,2,,"{exam,olympiad,physics,algebra}",,,
766,18,,"{advertising,marketing}",,,
779,18,,"{psychology,""social work"",""social science"",""college teaching"",""university instruction""}",,,
823,15,,,,,
1023,18,,,,,
1082,2,,,,,
1469,17,,,,,
1547,18,,"{engineering,management,""knowledge management"",""software engineering""}",,,
873,4,,{"english  language"},,,
793,1,,"{uk,math,mathematics,maths,GCSE,""Dan Meyer"",math,slow math,""Global Math Department"",ICT,""Professional ethics"",""open middle"",""mastery based assessment"",""assessment for learning"",""fun classroom"",""class management"",secondary,""problem solving"",""professional learning"",programming,""project based learning"",coding,""process expectations"",""spatial reasoning""}",,,
1406,2,,,,,
875,2,,,,,
46,5,,"{""computer science"",""computer programing"",electronics,electricity,multimedia,scratch,""app inventor"",""visual basic 6""}",,,
778,18,,"{""information literacy"",""information technology"",librarian,technology,teamwork,""team building"",research,""collaborative learning"",interactive,""active learning"",""active methods"",""higher education"",""classroom management"",curriculum,evaluation,evaluate,""teacher training"",""teacher prep"",""teaching postgraduates"",""teaching undergraduates"",""university classroom"",""university instruction"",university,""literature review""}",,,
952,18,,"{""learning styles"",philosophy,assessment,arts,integration,curriculum}",,,
810,1,,"{""common core"",graphic,literacy,technology}",,,
783,4,,"{english as second language,""multimedia assisted language learning"",inquiry,""independent learning"",""critical thinking"",ethics,""information technology""}",,,
1256,15,,"{ELS,""english as foreign language"",""english as second language""}",,,
1574,6,,"{grammar,vocabulary,writing}",,,
794,4,,"{literacy,""english language"",""childrens literature""}",,,
786,3,,"{art,administration,""computer design"",""Catholic school""}",,,
1466,6,,"{""higher education"",""english literature"",""english language""}",,,
19,2,,"{biology,chemistry,science,""science projects"",""college prep"",environment,evolution,biotechnology,medicine,""agriculture  forestry""}",,,
801,2,,"{mathematics,chemistry,computing,science,""science teaching"",""technical education""}",,,
1311,5,,{science},,,
164,2,,{high school},,,
1679,18,,"{ict,children}",,,
818,4,,"{literature,""english literature"",""history from middle age contemporary"",history,english,""high school"",secondary,english as second language}",,,
819,18,,{},,,
800,4,,"{assessment,""cultural studies"",feedback,""personalized learning"",""learning styles"",""leverage digital"",ict,""blended learning"",""collaborative learning"",""creative teaching"",collabo,communication,""critical thinking"",""design based research"",""digital learning"",""flipping the classroom"",gamification,humanities,homeschooling,inquiry,innovation,""instructional design"",""knowledge management"",""learning skills"",leadership,neuroscience,""online teaching"",pedagogy,research,reform,""strategic design"",""social science"",storytelling,""teacher collaboration"",transmedia,literacies,history}",,,
831,5,,"{ICT,e learning,""web design"",""instructional design   technology"",""educational technology"",""web tools"",online learning,phd,research}",,,
1317,2,,{physics},,,
508,2,,,,,
804,6,,,,,
1276,6,,"{english as second language,english as second language,english as second language,Vietnamese,languages,""social studies"",Linguistics,writing,speaking,listening,reading,research}",,,
343,18,,"{biology,science,""teacher training"",""teacher training education active methods problem based learning creativity innovation collaborative learning"",evolution}",,,
749,6,,"{""english as foreign language"",""technology professional development"",""elementary subjects""}",,,
833,18,,"{""higher education"",english,Composition Literature,""educator preparation"",""educational technology"",education}",,,
857,17,,,,,
891,6,,"{language,writing,""reading comprehension"",conversation,speaking,""business english"",""business communication"",""corporate training"",""interactive media"",grammar,""technical english"",""skill building"",terminology}",,,
805,2,,"{physics,""teaching with technology"",stem,""environmental science""}",,,
1239,3,,"{""General music"",""Beginning b"",""Jr high b"",""Elementary music"",""Middle school music""}",,,
57,18,,"{""online teaching"",""higher education"",""blended mode"",""collaborative learning"",reflection,discourse,dialogue,medicine,practical,""active learning""}",,,
960,4,,"{""world issues"",""critical thinking"",""Global perspectives""}",,,
1094,18,,"{writing,""writing skills"",""writing portfolio"",""art history"",""american studies"",grammar,storytelling,comunication,Composition Literature,""adult education"",""english  language"",english}",,,
817,6,,"{""english as second language"",elearning}",,,
868,17,,"{""Not teacher"",""Teacher training"",""informal education"",consultant}",,,
1470,5,,,,,
836,4,,"{english,art,""educational technology""}",,,
1424,6,,"{""french as foreign language"",french}",,,
1373,6,,"{""teacher training"",""3d printing"",""7th grade""}",,,
826,6,,,,,
834,4,,"{history,""history Brazil"",""history the world""}",,,
917,15,,"{""english language"",""civic education"",""social  emotional education"",""social studies"",""art  craft"",""english literacy""}",,,
212,6,,"{""english as foreign language"",""german as second language""}",,,
866,18,,"{""academic development"",""online teaching"",""blended learning"",""flipping the classroom""}",,,
837,13,,"{""elementary subjects"",""maker stuff"",engineering,""elementary k 5"",stem}",,,
840,2,,,,,
838,3,,,,,
1106,18,55,"{health,""health care"",""information technology"",""online teaching""}",,,
858,18,,"{biochemistry,biology,""english as foreign language"",""english  language"",""english as second language"",chemistry,medicine,""cell biology""}",,,
1127,18,,{"Aging Memory"},,,
111,13,,"{""science biology physics chemistry environmental science"",maths}",,,
98,18,,{"urban design"},,,
1184,1,,,,,
821,13,,"{""word processing"",internet,""social  emotional education"",""teacher training"",""computer science"",programming}",,,
43,6,,"{english as second language,english as second language,""english as foreign language"",""english as second language""}",,,
1694,6,,"{agronomy,science}",,,
445,13,,"{""scientific method"",""science education"",""science experiements"",""teacher training"",""low cost non cost materials for teaching science"",""new ways teaching science"",pedagogy,teaching,""curriculum design"",assessment,""primary science"",""science kit design"",activities,books,creativity,electronics,inquiry,""nature learning"",observation,robotics,research,reading,""special education"",startup}",,,
935,2,,"{chemistry,biology,physics,""earth science""}",,,
689,18,,{"nursing ethics philosphy"},,,
261,15,,{"language arts"},,,
203,2,,,,,
839,6,,"{""english language"",writing,reading,""learning skills"",grammar,behavior}",,,
955,2,,"{biology,ecology,virology,biochemistry,genetics,microbiology,""visual arts"",painting,drawing,ceramics}",,,
843,15,,"{""grade 5"",inquiry,""integrated arts"",""interactive whiteboard"",elementary,""best practices"",behavior,""creative reading"",""critical thinking"",differentiation,""fun classroom""}",,,
844,5,,,,,
1394,18,,"{psychology,ethics,assessment}",,,
893,2,,"{""Chemistry"",""Chemistry"",""Chemistry"",""online Learning chemistry"",""blended learning"",""flipped classroom"",""Show Me What You Know"",""Nature Science"",""Smarter Science Inquiry"",""Models in science""}",,,
854,6,,"{""english as second language"",""english language"",""technology professional development"",""collaborative learning"",preschool,english as second language,elementary,literature}",,,
476,18,,"{college,school age,art,before school,after school}",,,
541,6,,"{""foreign language"",""english as foreign language""}",,,
962,13,,"{""special ed"",communication,language,""educational technology""}",,,
862,1,,,,,
954,1,,"{mathematics,""english language""}",,,
846,6,,"{language,""communicative methods"",culture}",,,
425,13,,"{""instructional coach"",""technology integration"",ipads}",,,
918,18,,"{history,education,""social science""}",,,
860,2,,"{science,""science teaching"",""science education"",biology,""biological education"",""games in education"",gamification,inquiry,""inquiry based science education"",RPGs,Modelling,Research}",,,
966,18,,{chemistry},,,
398,15,,"{elementary,inquiry,Primary Year Program,international,""writing workshop"",reading}",,,
894,2,,{"High school physics"},,,
1672,2,,"{history,science,religious education}",,,
1673,18,,"{philosophy,""online teaching"",""organizational learning"",literature,Hebrew}",,,
327,6,,{kindergarten},,,
903,18,,"{health,epidemiology,""technical education"",""teacher training education active methods problem based learning creativity innovation collaborative learning"",interdisciplinarity}",,,
880,2,,"{""science projects"",robots,""control systems"",""computer programing""}",,,
956,2,,"{""creative teaching"",creativity,design,environment}",,,
879,2,,,,,
895,2,,"{mathematics,""science projects"",science,programming,lego,physics,chemistry}",,,
975,18,,"{technology,programming,database,innovation,""information technology"",ethics,""college instruction"",""higher education"",history,psychology,""web design"",""social media""}",,,
898,18,,"{Pathology,""medical education"",microbiology,""infectious disease""}",,,
905,6,,{high school},,,
882,6,,{"english  language"},,,
1309,17,,{computer science},,,
899,2,,"{chemistry,biology}",,,
1691,13,,{geotech},,,
926,18,,"{""electrical engineering"",""electronics engineering"",autocad,mathematics,math educator,""building performance simulation"",""engineering mathematics"",""adult education"",""business studies"",""collaborative learning"",""teacher training"",""teaching for engineering students""}",,,
1009,3,34,"{""vocal music"",""media arts"",jazz,improvisation,""comprehensive arts""}",,,
1281,6,,"{grammar,""english as foreign language"",""english language teaching"",""english  language""}",,,
920,18,,"{dentistry,dental,""pediatric dentistry""}",,,
919,4,,,,,
582,13,,"{language,""technology integration"",""english as foreign language"",""physical education"",assessment}",,,
10,2,,"{""ecological literacy"",""social justice"",sustainability}",,,
1621,18,,,,,
897,5,,"{literature,literacy,""information literacy"",""information technology"",librarian}",,,
932,6,,"{teenagers,""project based learning"",speaking,""reading comprehension"",video,writing,dis,""discussion club""}",,,
579,15,,,,,
1325,6,,"{language,literature,poetry,""environment education"",comunication,""information technology"",portuguese,""social media"",""social problem"",politcs}",,,
869,13,,"{""science biology physics chemistry environmental science"",primary,teamwork,technology,""environmental issues"",astronomy,""lab instructor"",ecology,""elementary science"",""english as foreign language"",spanish,""collaborative learning"",""critical thinking"",""creative teaching""}",,,
680,1,,"{math,physics}",,,
884,13,,{Principal},,,
1331,13,,"{coding,programming,animation}",,,
906,2,,"{biology,chemistry}",,,
727,4,,"{""financial literacy"",accountancy}",,,
980,18,,"{biology,biochemistry,biotechnology}",,,
466,2,57,"{chemistry,""AP Chemistry"",""Project Based Learning"",problem based learning,""inquiry based instruction"",Labs,Modeling}",,,
904,13,,"{""science teaching"",education}",,,
909,18,,{dentistry},,,
1604,6,,"{spanish,""Spanish literature"",""Hispano american Literature""}",,,
383,4,,"{writing,""READING   POETRY""}",,,
1029,13,,,,,
923,18,,"{""media engineering"",""media technology"",""media studies""}",,,
957,2,,"{Biology,""Human Anatomy  Physiology"",""Technology Integration"","" Classroom""}",,,
874,17,,"{""life long learning"",""soft skills"",""problem solving"",programming,""critical thinking"",communication,""systems thinking"",ecology,finance,""media studies"",""food nutrition"",coding,evolution,mindfulness}",,,
1259,4,,{teenagers},,,
1467,18,,"{tecnology,security}",,,
1139,6,,,,,
641,2,,{chemistry},,,
391,4,,"{language,""technology integration""}",,,
936,1,,"{statistics,mathematics,computing,calculus,""college algebra"",constructivism}",,,
937,15,,{"elementary english"},,,
938,18,,"{programming,javascript,""web design"",algorithms,""computer science"",python}",,,
53,18,86,"{english as second language,""english as second language"",""business english""}",,,
608,13,,"{Elementary,math,science,""new steam"",""inquiry approach"",cross curricular,""integrating language arts""}",,,
925,13,,"{""science biology physics chemistry environmental science"",pedagogy,curriculum,mathematics,""educational games"",""project management"",""roid programming""}",,,
591,2,,{},,,
1027,17,,{"special needs"},,,
959,6,,{"english as second language"},,,
827,1,,"{""differential equations"",integration,functions,trigonometry,""binomial equations"",vectors,""motion equations"",""sequences  series"",limits,""linear relations""}",,,
942,18,,,,,
1493,18,,"{""primary school"",""early childhood education"",""international school""}",,,
930,18,,"{""Events management"",Training,""Technology use in online training"",Business,Marketing,Advertising,Presentations,""Video presentations""}",,,
943,6,,"{""english as lingua franca"",""educational technology"",""higher education""}",,,
946,18,,"{science,""environmental issues""}",,,
1067,1,,"{""high school"",mathematics}",,,
1625,18,,"{anatomy,physiology,""medical terminology"",pathophysiology,nutrition,health,wellness,""higher education"",""online teaching""}",,,
1185,1,,"{pre algebra,decimals,fractions,division,multigrade,""student centers""}",,,
1577,4,,"{""english literature"",""english language"",online learning}",,,
958,6,,"{language,portuguese,Brazil,english,literature,poetry}",,,
1227,18,,"{""higher education"",""online teaching"",training}",,,
947,18,,{community college},,,
468,4,,"{""social studies"",science,history}",,,
981,18,,"{engineering,subsea,""graduate students"",""blended mode"",""blended learning""}",,,
1346,13,7,"{mathematics,""social science"",literacy,science}",,,
1204,3,,"{english,fashion,math,technology}",,,
1580,13,,"{""health education"",math,language,""human organ systems""}",,,
1008,5,,"{google,technology,""tech coach""}",,,
460,6,80,{Communication},,,
977,15,,"{""listening skills"",literature,art,spanish,""special education""}",,,
1116,5,,"{""educational technology"",consultant,facilitating}",,,
1007,4,,,,,
1120,6,,"{english as second language,""social studies"",economics,""business education""}",,,
949,18,,"{""personalized learning"",""problem solving""}",,,
961,5,,"{technology,""teacher training"",""technology professional development"",""teacher educator""}",,,
172,6,,"{""english  language"",""english as second language"",""technology integration""}",,,
1005,18,,"{physics,materials,ethics,values}",,,
1480,4,,{"Creative perspectives"},,,
984,18,,"{A,literature,""american literature"",""film analysis"",""american studies"",pedagogy,""online teaching""}",,,
986,6,,"{math,""science experiments"",kindergarten,""reading   writing"",vocabulary,""number recognition"",""number sense"",""class management"",""critical  creative thinking"",""classroom teacher"",assessment,art,""art  craft"",""an english for preschool  school children"",""drawing   painting"",""early childhood education"",""fun classroom"",""hs on"",ipads,""new steam"",numeracy,""project based learning"",smartboard}",,,
1151,5,,"{technology,english,math}",,,
173,18,,"{dentistry,""evidence based dentistry""}",,,
1071,6,,"{english as second language,""english  language"",""educational games""}",,,
992,13,,,,,
1045,1,,"{""math  data management"",mathematics,math,filmmaking,algebra,""algebra"",""teaching with technology"",""english language learners"",""special education"",""college prep"",""educational technology"",data,""digital media"",texas}",,,
588,5,,,,,
971,6,,"{""english as second language"",canada,""elementary subjects"",primary school,""split grades"",""ontario curriculum"",""canada Curriculum""}",,,
982,2,,"{biology,""biological education"",""science teaching"",""science education"",""teacher training""}",,,
991,2,,"{""educator preparation"",engineering,music}",,,
1546,1,,,,,
1170,5,,"{literature,""educational technology"",""information  communication technology"",distance,""Distance Learning""}",,,
985,2,,,,,
1138,18,43,"{""english  language"",science,""social studies"",mathematics}",,,
987,18,,"{""information technology"",computing,""computer science""}",,,
1098,2,,"{sustainability,""environmental science"",""environmental management"",""environmental education"",biodiversity,biology,physics,chemistry,ecology,geology,science,""geological history"",""geological processes"",""geometry  for derivative  integrals""}",,,
1024,2,,"{biology,biotechnology,""environment education"",""science teaching"",""science education"",science}",,,
967,18,,"{""adult education"",design}",,,
1003,18,,"{""engineering mechanics"",""strategic design"",""structural mechanics"",""structural engineering""}",,,
968,2,,"{astronomy,""chemical bonding"",chemistry}",,,
969,6,,"{""english as foreign language"",""english as second language"",""business english"",""business communication"",""german as second language"",""german as second language"",communication,""soft skills"",""intercultural studies""}",,,
348,2,,"{experiment,""ap physics"",""ap physics"",""critical thinking"",""geometry  for derivative  integrals"",lab}",,,
990,4,,"{""english language"",literature}",,,
1030,6,,"{languages,""marin chinese"",speaking,writing,""listening skills"",reading,""foreign language"",""second language speaker"",""second language writing"",""second language reading""}",,,
1006,18,,,,,
1025,4,,"{""english as foreign language"",""english literature"",""educational technology""}",,,
1034,6,,"{language,literature,brazil,""collaborative learning"",""digital learning"",elearning}",,,
900,2,,,,,
1004,18,,"{physics,science,mathematics,""lab instructor""}",,,
1414,13,,"{administration,""technology professional development""}",,,
1482,18,,"{engineering,""electrical engineering"",calculus,""mechanical engineering""}",,,
1485,15,,,,,
978,18,,"{accounting,""active methods"",""educational technology"",""educational games""}",,,
849,2,,{"Technology  inquiry"},,,
562,2,,"{chemistry,brain based,inquiry,innovative}",,,
998,4,,,,,
1160,18,,"{""corporate training"",communication,teamwork,leadership,""emotional intelligence""}",,,
979,1,,"{""computer teacher"",""computer programing"",mathematics}",,,
647,6,,"{""teacher training"",""educational technology""}",,,
1046,18,,"{english,""english literature"",""american studies"",""american literature"",writing,Composition Literature,""adult education"",""adult learners"",adults,research,""digital learning"",""digital literacies"",""distance education"",humanities,history,literature,""online teaching"",""professional education"",storytelling,""oral history""}",,,
1579,2,,"{physics,chemistry,maths,""game design"",games,""fun classroom""}",,,
1001,18,,,,,
1026,18,,"{""english  language"",listening,speaking,reading,""academic english as second language"",""academic development"",""academic writing"",""personal growth"",""personality development"",""english for specific purposes"",""research writing"",reflection,""resilience topics"",""reading comprehension"",research}",,,
1010,17,,"{constructivism,""computer science"",evaluation,statistics,problem based learning}",,,
1657,6,,,,,
1049,18,,"{communication,""english as second language"",process,""adult learners"",""business process outsourcing"",""soft skills"",culture,product,up training,""learning  development""}",,,
1207,2,,"{""Grade ten Science"",""climate change"",""chemical reactions"",optics,""tissues, organs,  systems"",""cell biology"",anthropology,psychology,sociology,elearning}",,,
988,6,,"{""teacher training"",""task based language learning"",""technology integration"",""classroom teacher"",""english  language"",english as second language}",,,
1002,18,,"{spanish,linguistics,""spanish conversation"",""neuroscience for education"",""social media""}",,,
1187,18,,"{ethics,society,civilization,history,Islam,values,morals,belief,religion,culture}",,,
997,5,,"{""Adult education"",TASC,GED,""High School Equivalency""}",,,
752,5,74,{medicine},,,
1374,13,,"{""forces  motion"",genetics,cells,""diffusion  osmosis"",scale,astronomy,gravity,""particle physics"",immigration,economics}",,,
1054,18,,,,,
965,2,,{biology},,,
1015,6,,"{""english as foreign language"",ELT}",,,
1033,18,,{psychology},,,
176,2,,"{""mechanical systems"",welding,""structures  mechanisms""}",,,
1395,6,,"{""business english"",""business studies"",innovation,""innovative teaching""}",,,
1016,6,,,,,
1017,18,,"{""learning styles"",psychology,""adult education"",""instructional design"",""instructional design   technology"",""higher education"",learning}",,,
494,13,,"{technology,computing,""web design""}",,,
1018,13,,"{biodiversity,science,""scientific method"",""science experiments"",""science education""}",,,
1439,2,,"{""force  motion"",forces,mechanics}",,,
1031,18,,"{""Web developer"",art}",,,
1258,4,,"{""english  language"",science,""math tutor"",geometry,history,physics}",,,
1038,1,,"{statistics,""higher education"",mathematics,""teaching teachers"",technology}",,,
848,2,,"{""atoms, elements,  compounds"",""acids  bases"",""chemistry in the environment"",""chemical calculations"",""chemical reactions  their applications"",""chemical bonding"",""chemical systems  equilibrium"",""organic chemistry"",""inorganic chemistry"",electrochemistry,algebra,geometry,analysis,probability,combinatorics}",,,
1074,18,,,,,
1036,18,,"{""european history"",""medieval history"",""adult learners""}",,,
1161,1,,,,,
1050,18,,"{""computer science"",networks,database,programming,""teaching for engineering students"",""teaching teachers"",""higher education"",""information technology"",java,""online teaching"",""university classroom"",""web design""}",,,
25,18,,{languages},,,
1040,13,,"{science,""science projects"",""scientific method"",""science experiements"",stem}",,,
451,5,,"{engineering,robotics,leadership,technology,""teacher training education active methods problem based learning creativity innovation collaborative learning"",LEGO,FIRST,""Team Building"",""Engineers Without Borders"",Outreach}",,,
1037,18,,"{linguistics,literacy,literature}",,,
1077,6,,"{language,""learning skills"",lego,""teaching with technology"",portuguese,education,""foreign language"",""civics  citizenship"",drawing,""games in education"",""innovative teaching""}",,,
1105,18,,,,,
1605,18,,"{""higher education"",""educational technology"",""history from middle age contemporary"",pedagogy,""online teaching""}",,,
1014,4,,"{history,""history from middle age contemporary"",""history the world"",""english  language"",""english literature"",""english as second language"",french,""american studies"",""asian cultures"",asia,""European cultures"",""European history""}",,,
1349,18,,"{""Civil Engineering"",""structural engineering"",Optimization,Control}",,,
1132,6,,"{""computer science"",language,math,science,physics,chemistry,korean,japanese,""english as foreign language"",engineering,psychology}",,,
1058,6,,"{""english  language"",""foreign languages"",""high school""}",,,
1633,6,,"{""english language"",""second language acquisition"",""foreign languages"",e learning,literature,""learning  development"",""learning skills"",""learning styles"",leadership}",,,
101,1,,"{mathematics,""computer science"",activities,""project work"",scratch}",,,
1418,13,,{"electrical engineering"},,,
1057,15,,{"English teacher"},,,
1497,13,,"{science,""science projects"",mathematics,elementary,chemistry,physics,biology,""environmental science"",""elementary education"",""high school""}",,,
1062,18,,"{technology,innovation}",,,
1118,6,,"{""english language teaching"",children,teens,adults,""english as foreign language""}",,,
1079,5,,"{math,""computer application"",""developmental math""}",,,
1282,18,,"{dentistry,dental}",,,
1348,13,,"{language,""higher education"",maths,science,""active learning"",music}",,,
1441,18,,"{""early education"",""Not teacher"",learning,leadeship,business,""business analysis"",""english as second language"",""teacher collaboration"",""teacher training"",kids,kindergarten,""social media"",""social science""}",,,
1042,6,,"{""english language"",""english as second language"",english,""english for foreigners""}",,,
385,6,,"{language,linguistics,english as second language,""adult education"",""computer assisted language learning"",english as second language,""foreign language"",""phonetics  phonology""}",,,
1103,4,,"{science,""teacher education"",Brazil}",,,
1137,2,,"{english as second language,biology,composition,mathematics}",,,
1096,1,,"{""honors class"",trigonometry,proofs,""project work"",interactive,""private school"",""primary science""}",,,
528,6,,"{""foreign language"",spanish}",,,
1048,2,,"{""science projects"",""ib diploma""}",,,
1313,18,,"{physics,maths}",,,
922,18,,"{""chemical reactions  their applications"",chemistry,geology,engineering,energy,""environmental issues"",""environmental engineering"",environment,""environment education"",water}",,,
878,15,,"{""special needs"",elementary,""technology professional development""}",,,
1080,18,,"{STEM,robotics}",,,
490,2,,"{chemistry,""chemical reactions  their applications""}",,,
1409,18,,"{science,biology,""college teaching"",""higher education"",technology}",,,
856,1,44,"{""computer science"",""information technology"",math,""technical education"",robotics}",,,
1061,1,,"{""special education"",geometry}",,,
292,18,,{technology},,,
1121,18,,"{""Health  Physical Education"",""Student Voice""}",,,
293,18,,"{spirituality,metaphysics,mysticism,""positive psychology"",""personal growth"",intuition}",,,
1206,18,,"{""information technology"",""software technology"",online learning,""class interaction"",""virtual classroom""}",,,
1100,4,,"{""international business"",""business leadership"",management,business,accounting}",,,
1059,18,,"{""art history"",art,""fine art"",architecture,design,""art appreciation"",creativity,culture}",,,
1658,5,,{"computer engineering"},,,
1122,18,,{"information  communication technology"},,,
1112,2,,"{""ap biology"","" Biology"",biology}",,,
1333,13,,"{""interesting presentation"",""interactive classroom settings""}",,,
1632,2,,"{""educational research"",""science biology physics chemistry environmental science"",""teacher training"",""teacher educator"",""teaching teachers"",""teacher training education active methods problem based learning creativity innovation collaborative learning"",""inquiry based science education"",""problem solving""}",,,
1075,6,,"{""english as second language"",""reading skills"",""listening skills"",""teaching grammar"",pronunciation,""teaching with technology"",""writing skills"",""speaking skills"",""writing portfolio"",assessment,""teaching adults"",""teaching children""}",,,
544,13,,{"early education"},,,
356,13,,"{STEM,robotics,engineering}",,,
1076,13,,"{preschool,montessori,""early childhood education"",""learning  the brain""}",,,
1492,18,,"{""applied mathematics"",science,""chemical reactions  their applications"",probability,differentiation}",,,
1376,1,,"{maths,history,science}",,,
526,6,,{"foreign languages"},,,
542,18,,"{""higher education"",Composition Literature,writing,""design based research""}",,,
82,18,,"{""english as second language"",""english language"",""english as foreign language"",""teacher training education active methods problem based learning creativity innovation collaborative learning"",""creative teaching"",""learning skills"",""neuroscience for education"",learning,sharing,facilitating}",,,
1087,4,,"{eld,Google Apps for Education}",,,
60,18,,"{Neuroscience,""graduate students"",""online teaching"",""teacher training""}",,,
141,1,,"{urban,""math team"",assessment,""best practices"",english as second language,inquiry,""blended learning"",""special ed"",ell,""grade 6""}",,,
1550,13,,"{math,""science education"",reading,english as second language,grammar,""grade 3"",experiments,""fun classroom"",activities}",,,
1086,3,,{"technical draw art design history art"},,,
1088,18,,"{""electrical machines"",""electrical circuits"",""electrical power system"",""power electronics"",powerpoint,""control systems"",""renewable energy"",""energy systems""}",,,
1350,5,,"{programming,""problem solving"",""flipping the classroom"",ict}",,,
1188,18,,"{""educational technology"",""instructional design"",""information technology"",""instructional design   technology"",""collaborative learning"",""distance education"",education,""higher education"",""online teaching"",storytelling,""teacher collaboration"",""teaching undergraduates"",""teaching teachers""}",,,
736,1,,"{pre algebra,pre calculus,functions}",,,
532,17,,"{""elementary subjects"",math,reading}",,,
1085,15,23,"{""english language"",maths,science,""social studies""}",,,
1243,2,,"{""teacher training"",""learning skills""}",,,
1548,13,,,,,
1143,2,,,,,
1095,4,,"{literature,""lesson plans activities listening exercises pronunciation practical ideas""}",,,
1107,6,,{"english  language"},,,
1072,18,,"{""online teaching"",""higher education"",math educator,""technology use in online training"",ethics}",,,
1229,18,,"{""graduate students"",""undergraduate students"",""information technology"",""information systems"",""project management"",""new technologies"",""technology in education""}",,,
1228,2,,"{""high school Biology"",""grade ten science"",environment,""Process science"",evolution,biodiversity,genetics,""animals structure  function"",""plants anatomy, growth,  function"",chemistry,optics,cells,""tissues, organs,  systems"",creativity,""inquiry based instruction"",""science biology physics chemistry environmental science"",""science education"",""environmental education"",""outdoor education"",labs,graphing,statistics}",,,
1104,6,,"{french,""foreign language""}",,,
102,18,,{"active learning"},,,
1144,13,,"{gifted,""information technology"",creativity,""design thinking"",innovation,engineering,""hs on"",""art  design"",""thinking skills""}",,,
1125,1,,"{CPM,""common core"",""college preparatory mathematics"",""small group"",""independent study"",""algebra"",geometry,graphing}",,,
797,18,,"{computing,""technology integration"",""information technology""}",,,
1115,6,,"{language,""technology in education"",""interactive media"",integration,""teacher training"",""teacher collaboration"",""collaborative learning""}",,,
1462,4,,"{""American literature"",""history"",Writing,""world literature""}",,,
1119,13,,"{engineering,""collaborative learning"",""technology  inquiry""}",,,
